32	41	44	47	50	53	56	59	62	65	68	71	74	77	74	74	74	74	77	74	77	77	77	77	74	74	74	74	71	71	71	68	43	65	65	62	62	59	56	53	53	50	25	50	50	79	50	47	32	38	35	32	32	16	38	32	35	41	38	32	35	35	32	32	41	49	32	38	56	32	38	41	32	32	41	38	35	58	32	32	38	35	32	88	82	38	41	32	41	38	35	32	35	35	32	35	35	38	38	38	41	44	47	44	47	47	47	50	53	56	59	62	65	71	77	160	86	92	98	101	101	196	49	95	92	92	92	89	86	86	86	83	80	77	37	71	68	65	62	59	56	53	50	47
26	28	30	32	34	36	38	40	97	44	46	48	50	52	50	50	50	50	52	50	52	52	52	52	26	50	50	50	48	48	48	46	46	44	44	42	42	40	38	36	36	34	34	34	34	34	34	32	22	26	24	22	22	22	26	22	24	28	26	22	24	24	22	22	28	20	22	26	20	22	26	28	22	11	28	26	24	22	22	22	26	24	22	26	26	26	28	22	28	26	60	22	24	24	22	25	24	26	26	26	28	30	32	30	32	32	32	34	36	17	40	42	44	48	52	54	58	62	66	68	68	66	66	64	62	143	62	73	58	58	58	56	54	52	50	48	46	44	42	40	38	36	34	32
36	40	45	8	51	55	58	198	66	70	168	78	82	86	82	82	82	82	86	82	86	86	86	86	82	82	82	82	78	126	78	45	74	70	70	66	66	62	118	38	55	51	51	51	128	51	86	48	25	33	30	25	25	25	33	25	30	38	61	25	30	30	25	25	38	22	79	33	22	25	33	38	25	25	38	33	30	25	25	25	33	30	25	33	33	33	38	25	38	33	30	25	30	30	25	30	32	36	36	36	40	45	48	45	48	48	48	51	55	58	62	66	70	78	86	90	98	106	114	118	118	114	114	110	106	106	106	102	98	98	98	94	90	86	82	78	74	70	102	62	58	55	51	48
32	34	36	38	40	67	44	46	48	50	52	54	56	58	56	56	13	56	58	56	75	58	58	58	56	56	56	56	54	54	54	52	52	50	50	48	48	46	44	42	42	40	40	40	40	40	40	38	28	32	30	28	28	28	32	28	30	34	32	77	30	30	28	28	34	26	28	32	26	28	32	34	28	28	34	32	30	28	69	21	32	30	114	32	32	80	34	28	34	32	30	28	30	30	28	30	30	32	32	16	34	36	74	124	38	38	38	40	42	44	46	48	50	54	58	60	64	68	72	74	74	72	72	70	68	68	68	66	64	64	64	62	60	58	56	54	52	50	48	46	44	42	40	38
16	17	18	19	20	21	11	23	24	25	26	13.5000000000000	28	43	28	87	28	28	29	28	29	56	29	134	96	28	28	92	74	27	27	26	26	25	25	24	24	23	22	91	21	20	122	20	20	20	88	19	14	16	15	14	14	14	16	14	15	17	16	14	15	15	14	14	17	13	14	36	13	14	16	8.50000000000000	14	14	84	16	15	14	106	14	16	15	14	106	35	16	17	21	76	16	15	14	181.150598751384	15	14	15	15	8	229	16	17	9	19	69	19	19	19	20	10.5000000000000	61	23	12	25	27	181.150598751384	128	32	142	36	37	37	36	36	35	34	34	34	33	32	95	32	31	30	39	28	27	12	25	24	23	22	21	20	19
24	26	28	30	32	34	36	38	40	42	44	46	48	50	48	48	48	48	50	90	50	50	50	50	48	48	48	48	46	46	46	44	44	42	42	40	40	38	37	34	34	32	32	32	32	32	32	30	18	22	20	18	18	18	22	18	20	12	22	18	20	20	18	18	24	16	18	92	16	18	22	24	18	18	24	22	20	18	18	18	22	20	18	22	22	22	24	18	24	22	20	18	20	20	18	20	22	24	24	24	26	28	30	28	30	30	30	32	34	36	38	40	42	46	34	52	56	60	64	66	66	64	64	27	60	60	60	58	56	56	56	54	52	50	48	46	44	42	40	38	36	34	32	30
118	43	47	49	51	53	56	60	62	65	68	71	73	76	73	73	73	73	76	73	76	76	76	76	73	73	73	73	71	71	71	68	68	65	65	62	62	60	56	53	53	51	51	51	51	51	51	49	29	35	32	29	29	29	35	29	32	47	35	29	32	32	29	29	37	26	29	35	26	29	35	37	29	29	37	35	32	29	29	29	35	32	29	71	35	35	37	29	37	35	32	29	32	32	29	32	36	94	40	40	43	23.5000000000000	49	47	49	49	49	51	110	138	60	62	65	71	76	79	85	92	97	102	102	97	97	96	92	92	92	90	85	85	85	84	79	76	73	71	68	65	62	60	56	53	51	49
38	41	44	47	50	53	56	59	128	65	68	71	74	77	74	74	74	74	77	74	77	77	77	77	74	27	74	74	71	71	71	68	68	65	65	62	62	59	56	53	53	50	50	50	50	50	50	47	32	38	35	32	32	32	38	32	39	41	38	32	35	35	32	32	41	29	32	38	29	32	38	41	32	32	41	38	35	32	32	32	38	35	32	38	38	38	41	32	7	38	35	32	35	35	32	35	35	38	38	38	41	44	47	44	47	47	47	50	53	56	59	62	65	71	77	80	86	92	98	101	101	98	98	95	114	92	92	89	86	86	86	224	80	91	36	71	124	65	62	59	56	53	50	47
14	15	16	83	18	19	20	21	22	23	24	25	26	27	26	26	26	26	27	26	27	27	27	27	26	26	13	26	25	25	25	161	24	23	23	22	22	21	20	19	19	18	18	18	18	18	18	17	12	14	13	81	12	71	14	12	13	15	14	12	13	13	12	12	15	11	12	14	11	12	14	15	12	12	15	14	13	12	12	12	14	13	12	14	14	14	15	12	15	14	13	12	13	13	12	13	13	14	14	14	15	16	17	16	17	17	17	18	50	20	21	22	23	25	27	28	30	32	34	35	35	34	34	33	32	32	32	31	30	30	30	29	28	27	26	25	24	23	22	21	20	19	18	17
28	30	32	34	36	38	40	42	44	42	48	50	52	54	52	52	52	52	54	52	54	54	54	54	52	52	52	52	50	50	114	48	48	46	46	44	44	42	40	38	38	36	36	36	36	36	36	34	24	28	26	24	24	24	28	24	92	30	28	24	26	26	24	24	15	22	24	28	22	24	28	30	24	24	30	28	26	24	24	24	28	26	24	28	28	28	30	24	30	28	26	24	26	26	24	26	26	82	28	28	30	32	34	32	34	34	34	36	38	40	42	44	46	36	54	56	60	64	68	70	70	118	68	66	64	64	64	62	60	60	60	58	56	54	52	50	48	46	44	42	40	38	36	34
42	46	50	54	58	62	66	70	74	78	82	86	90	94	90	90	90	90	94	237	94	94	94	94	90	90	90	90	86	110	86	82	82	78	78	74	139	70	66	62	62	58	58	58	58	110	58	54	9	40	36	32	32	32	40	32	35	44	40	32	36	36	78	32	44	28	32	40	28	32	40	44	32	32	44	40	36	32	32	32	40	36	32	40	40	40	44	32	44	40	36	32	36	36	32	36	38	42	42	42	46	50	54	50	54	54	54	58	62	66	70	74	78	86	94	98	106	114	122	126	126	122	122	118	114	114	114	110	106	106	106	102	98	94	90	86	82	78	74	70	66	62	58	54
20	22	24	26	28	30	32	34	139	38	40	42	44	46	44	44	44	44	46	44	46	46	46	46	44	44	44	44	42	42	42	40	97	38	38	36	36	34	32	30	30	28	28	28	28	28	28	26	14	18	16	14	14	90	18	14	16	20	18	14	16	16	14	14	20	12	14	18	12	14	18	20	14	14	20	18	16	14	14	14	18	16	53	18	18	18	59	14	20	18	16	14	16	16	14	16	18	20	20	20	22	24	26	24	26	26	26	28	30	32	34	36	38	99	46	48	52	56	60	62	62	60	60	58	56	56	56	54	52	52	52	50	48	46	44	42	40	38	36	34	32	30	28	26
34	36	38	40	22	44	46	48	50	52	54	56	58	60	105	58	58	58	60	58	60	123	60	60	98	58	58	58	28	56	56	54	5	52	52	50	50	48	46	44	23	42	42	42	42	42	42	110	26	30	28	39	26	26	30	26	28	32	116	26	28	28	26	26	32	24	26	30	24	26	30	32	26	26	32	30	28	26	26	26	30	28	26	30	30	30	32	26	32	30	28	26	76	28	26	14	32	34	34	34	36	88	40	38	43	71	98	42	44	46	48	50	142	56	34	62	81	70	74	39	76	134	74	72	70	70	70	84	122	66	66	57	62	17	58	56	104	80	50	48	46	44	42	40
12	119	13	15	17	18	20	21	22	23	24	25	26	27	26	26	26	26	85	26	27	27	27	27	26	26	26	26	25	25	25	24	24	23	23	22	22	21	20	18	77	17	17	17	120	17	17	15	9	11	9	9	9	9	11	13	9	11	11	159	9	9	9	68	11	7	9	11	7	4.50000000000000	43	11	9	9	70	11	9	9	9	9	11	9	9	121	5.50000000000000	11	11	9	86	11	9	9	9	9	9	9	11	12	12	12	13	13	15	13	15	15	7	17	18	20	21	22	23	25	27	28	30	32	34	35	35	34	34	33	32	32	32	31	30	30	30	29	28	27	26	25	56	23	22	21	20	18	17	15
28	30	32	34	36	38	40	42	44	78	48	50	52	11	52	52	52	52	54	52	54	54	54	54	52	52	52	52	50	50	25	48	48	46	46	44	44	42	40	38	38	36	97	36	36	36	36	34	24	28	26	24	24	24	28	24	26	30	28	9	129	26	24	24	30	22	24	28	22	24	28	30	24	24	30	28	26	24	24	24	28	26	24	28	28	28	30	24	30	28	26	24	26	26	24	26	26	28	28	28	30	32	34	32	34	34	34	36	38	40	42	44	46	50	54	56	60	64	68	70	189	68	68	66	64	64	64	62	60	60	60	98	56	54	52	50	24	46	44	42	40	38	36	34
24	10	28	30	32	34	34	61	40	103	98	46	48	50	24	48	48	48	50	48	50	50	50	156	56	48	48	48	46	46	46	44	44	42	42	40	40	38	36	66	34	32	32	32	32	32	32	30	20	24	22	0	43	20	24	20	22	26	49	20	31	22	20	3	26	18	20	24	9	20	24	114	20	20	26	24	93	20	20	20	24	22	138	118	24	24	26	20	26	24	87	20	129	90	20	22	22	24	24	24	43	28	30	28	82	30	15	32	84	36	38	40	42	46	50	52	56	60	64	66	66	64	64	62	60	60	60	58	56	56	56	54	52	50	48	46	44	42	40	38	36	34	32	30
9	9	10	11	11	14	14	14	15	17	18	19	21	22	21	21	21	21	22	21	22	22	22	22	21	21	21	21	19	19	19	18	18	17	17	15	15	14	14	14	14	11	11	11	11	11	11	11	3	8	8	6	6	6	156	6	8	10	8	6	8	8	6	6	10	6	6	8	6	6	8	10	6	6	10	8	8	6	6	6	8	8	6	8	8	44	10	6	10	8	8	6	8	8	6	8	8	9	9	9	9	10	11	10	11	11	11	11	14	14	14	15	17	19	22	22	24	26	29	28	28	29	29	26	26	26	26	24	24	24	24	22	22	22	21	19	18	17	15	14	14	14	11	11
18	19	20	21	22	23	24	25	26	27	28	29	30	31	30	30	30	30	31	30	70	31	31	78	30	30	30	15	91	29	29	28	28	27	181.150598751384	26	26	25	24	23	23	11	22	22	22	22	22	21	14	16	15	14	14	50	16	14	15	17	16	14	15	15	14	14	17	13	14	16	13	14	16	17	14	46	17	16	15	14	14	14	16	15	14	16	66	16	17	14	17	16	15	40	15	15	14	15	17	18	18	18	19	20	21	20	21	21	21	22	23	24	25	26	27	29	31	32	34	68	38	39	39	19	38	37	36	36	97	35	34	34	34	33	32	31	30	29	28	27	26	25	24	23	22	21
44	47	50	53	56	59	62	62	68	71	74	77	80	125	80	80	80	80	83	80	83	83	83	83	80	80	80	80	77	77	77	74	74	191	71	68	68	65	62	59	59	56	56	56	56	56	56	39	38	44	41	38	38	17	44	38	41	47	44	99	41	41	38	59	47	125	38	44	35	38	22	47	38	38	47	44	41	38	38	38	44	41	38	44	44	44	47	38	103	44	86	38	41	41	38	41	41	44	44	44	47	50	53	92	53	53	26	114	59	62	65	68	71	77	83	86	119	98	104	181.150598751384	107	113	104	101	98	98	98	95	92	92	92	89	86	83	80	137	74	71	145	15	62	59	56	53
34	37	40	43	46	49	52	55	58	61	64	67	70	73	70	70	70	70	73	70	73	73	73	73	83	70	70	70	67	67	113	64	64	61	61	58	58	55	52	49	49	46	46	46	46	46	46	43	28	17	31	28	28	28	34	28	31	37	34	28	31	127	28	28	18.5000000000000	25	154	34	25	28	34	37	28	28	37	34	31	61	28	28	34	31	28	34	34	34	37	116	37	34	31	28	31	31	28	31	31	34	90	34	37	40	43	52	43	43	43	46	49	52	55	79	61	67	73	76	82	88	94	97	97	94	94	91	88	128	88	85	82	82	82	79	76	73	70	67	115	61	58	55	52	49	46	43
36	39	42	45	48	51	113	57	60	63	66	69	72	75	72	72	72	72	75	72	75	75	75	75	72	72	72	72	69	69	69	66	66	63	63	60	60	57	54	51	51	48	48	48	54	48	48	45	30	36	33	30	30	30	36	30	33	39	36	30	33	33	30	30	39	27	30	36	27	30	36	39	30	30	39	36	33	30	30	30	36	33	30	36	65	36	39	30	39	36	33	98	33	33	30	9	16.5000000000000	91	36	36	39	42	45	42	45	45	45	48	51	163	57	60	63	69	75	78	84	90	237	99	99	96	96	93	90	90	90	87	84	84	84	183	140	75	72	69	66	63	60	57	107	51	48	45
18	19	26	21	21	21	22	24	25	25	26	27	27	28	27	27	27	27	28	27	28	28	28	28	27	27	27	27	27	27	27	26	26	25	25	25	25	24	22	21	21	21	21	21	21	21	21	21	13	15	14	13	13	13	15	13	14	15	15	13	14	14	13	34	15	12	13	15	12	13	15	15	13	13	15	15	14	13	13	13	15	14	13	15	15	15	15	13	15	15	14	13	14	14	13	44	16	18	18	18	19	21	21	21	37	21	24	21	21	22	24	25	12.5000000000000	27	28	154	32	34	35	38	38	35	35	36	34	34	84	34	32	32	32	32	30	28	27	27	26	25	25	47	22	21	21	21
27	19	30	32	33	37	38	39	41	44	46	48	181.150598751384	53	51	51	51	51	53	51	53	53	53	53	51	51	51	51	48	48	48	46	46	44	44	41	41	39	38	37	37	33	33	33	33	33	33	32	20	24	23	20	20	20	24	20	23	27	24	20	23	23	20	20	27	19	20	181.150598751384	19	20	24	27	20	20	27	24	23	20	20	20	24	23	20	24	24	24	27	20	27	39	23	20	23	23	20	23	25	27	27	87	28	30	32	30	32	32	32	33	37	38	92	41	44	48	53	54	58	62	35	67	67	35	67	122	62	62	62	59	58	58	58	77	54	53	51	48	46	44	83	39	38	37	33	32
6	7	8	9	10	11	12	115	14	15	16	17	18	19	18	18	51	18	19	18	19	19	19	19	18	18	18	18	17	17	17	89	16	15	15	14	14	13	12	11	5.50000000000000	10	10	10	10	10	10	9	4	6	5	4	4	4	6	4	5	7	6	4	5	5	4	4	7	3	2	6	3	4	6	7	4	4	7	6	5	4	4	4	6	64	4	6	6	6	3.50000000000000	47	7	6	5	4	5	5	4	5	60	6	6	6	7	8	9	8	9	9	9	10	11	12	13	14	15	60	19	20	22	24	26	27	27	26	26	25	24	82	24	23	22	22	22	21	20	19	18	17	16	15	14	13	12	11	10	9
22	12	26	28	30	32	34	36	38	40	42	44	46	48	46	46	46	110	48	46	48	48	48	48	117	46	46	46	44	44	44	42	36	40	40	38	38	36	34	32	32	30	30	30	30	30	30	28	13	170	20	9	18	18	22	18	20	24	22	18	20	20	18	18	24	16	46	22	16	18	22	24	18	18	24	22	20	18	18	18	22	20	9	22	22	22	24	18	24	22	20	18	20	20	52	20	20	22	22	22	24	26	91	26	14	28	28	30	79	34	36	52	40	44	48	50	54	58	62	64	64	62	62	60	58	12	58	56	54	54	54	103	50	48	46	44	42	40	38	36	34	32	30	28
26	28	30	32	34	36	38	40	42	44	46	48	50	52	50	50	50	50	52	50	52	52	52	52	50	50	50	50	48	48	48	46	46	44	44	42	42	40	38	36	36	34	34	34	34	34	34	32	22	26	24	22	22	22	26	22	24	28	26	22	24	24	22	22	28	20	22	26	20	22	26	28	22	22	28	26	24	22	22	22	26	24	22	26	26	26	28	22	28	26	24	22	24	24	22	24	12	26	26	26	28	30	32	30	32	32	32	34	36	38	40	42	44	48	52	54	58	62	66	68	68	66	66	64	62	62	62	60	58	58	58	56	54	52	50	48	46	44	42	40	38	36	34	32
24	26	28	30	32	34	36	38	40	42	44	46	48	50	48	48	48	48	50	48	50	50	50	50	48	48	48	48	46	46	103	44	44	42	84	40	40	38	36	34	34	32	32	32	32	32	32	30	20	24	60	20	20	20	24	20	22	26	24	20	22	22	20	20	26	18	20	24	18	20	24	26	80	20	26	24	22	20	20	20	24	77	20	24	24	24	26	20	26	24	22	20	22	22	20	86	22	24	24	31	26	28	30	28	30	30	30	32	34	36	38	40	42	46	50	52	56	60	64	66	66	64	64	62	60	60	60	58	56	56	56	54	52	50	48	46	44	42	40	38	36	34	32	30
28	30	31	34	37	19.5000000000000	104	173	46	19	50	52	27	56	54	54	130	54	56	75	56	56	56	56	54	54	42	54	52	52	52	50	50	48	48	46	72	22	42	39	39	37	37	37	37	37	37	65	58	25	22	21	21	21	25	21	22	26	13	21	22	22	0	21	26	18	21	25	18	21	25	26	21	21	26	25	22	21	21	21	25	22	10.5000000000000	28	25	25	26	21	53	25	22	21	22	22	21	22	66	28	79	28	30	31	17	31	34	78	34	37	39	42	119	46	48	52	56	58	150	8	70	72	72	70	70	68	66	66	48	64	62	137	62	60	58	56	54	52	50	48	46	44	42	39	37	34
48	53	58	63	68	73	78	83	88	93	98	103	108	113	108	90	108	108	113	108	113	113	113	113	108	108	108	108	103	103	103	98	98	93	93	88	88	83	78	73	73	68	68	68	68	68	68	63	34	44	39	34	34	34	44	34	39	49	22	34	39	39	34	34	49	29	34	44	29	34	44	49	34	34	49	44	99	34	34	34	44	39	68	44	44	44	49	34	49	44	39	34	39	39	34	39	117	48	48	112	53	144	84	58	63	63	63	68	73	78	83	88	93	103	113	118	128	138	211	163	153	148	148	143	138	138	138	133	128	128	128	123	118	212	108	103	98	93	88	83	78	73	68	63
54	59	64	69	127	79	206	89	94	99	104	109	114	119	114	114	114	114	119	114	119	119	119	119	114	114	114	114	109	168	109	104	104	99	99	94	94	89	84	149	90	74	74	74	74	74	181.150598751384	69	44	54	135	44	44	44	54	44	49	59	54	44	49	49	44	44	17	60	44	28	39	44	54	59	44	44	59	54	49	44	44	44	88	54	44	54	54	54	59	44	59	54	49	44	133	49	44	49	49	54	54	54	75	64	69	64	69	69	69	74	79	138	89	94	99	109	119	124	134	144	154	159	159	154	154	149	144	144	144	139	134	134	134	129	124	119	114	109	104	99	61	89	84	79	74	69
62	37	167	77	82	104	92	140	102	107	112	117	167	127	181.150598751384	9	184	122	127	122	127	127	127	127	122	122	140	122	117	117	178	112	112	107	112	102	102	97	92	146	87	82	82	132	122	82	113	77	52	151	57	52	52	52	124	52	57	67	74	145	57	57	26	52	67	105	52	100	181.150598751384	52	132	67	52	118	131	62	57	94	52	67	62	57	52	62	62	61	67	52	38	62	57	52	57	83	174	57	57	62	62	62	67	72	77	85	77	77	65	82	87	92	184	102	208	117	127	175	142	183	162	167	167	162	105	187	152	152	152	147	142	142	142	157	132	127	122	117	95	107	102	97	92	107	42	77
60	65	70	75	54	85	90	95	129	105	110	115	185	125	120	120	120	120	125	120	125	192	125	125	120	120	120	120	115	115	115	162	110	105	105	100	130	95	90	85	85	80	80	80	80	80	80	75	44	54	49	44	44	44	54	44	49	59	54	44	104	49	44	44	59	39	44	54	39	44	54	59	44	44	59	54	49	44	44	44	54	49	44	54	54	54	59	44	59	40	49	127	49	49	44	49	55	47	60	60	120	70	75	70	75	75	75	80	85	90	95	100	105	115	125	130	140	150	160	165	165	160	160	155	150	150	150	106	140	140	140	135	130	125	120	115	110	105	100	95	90	151	80	150
60	65	70	75	80	85	90	95	100	105	110	115	120	125	120	120	120	120	125	120	125	125	125	125	120	120	120	120	115	115	115	110	110	105	105	100	100	95	90	85	85	80	80	80	80	80	80	75	50	60	55	50	50	50	60	50	55	65	60	50	55	55	50	50	65	45	50	60	45	15	60	65	50	50	65	60	55	50	50	50	60	55	97	60	60	60	65	50	156	60	55	50	55	55	50	55	55	60	60	60	65	70	75	70	75	75	75	80	85	90	95	100	105	115	125	130	140	150	160	165	165	160	160	155	150	150	150	145	140	140	140	135	124	125	120	115	110	105	100	95	90	85	80	129
60	65	70	75	80	85	90	95	100	105	110	115	120	125	120	120	120	120	125	120	125	125	125	125	120	120	120	120	115	115	115	110	110	105	105	100	100	95	90	85	85	80	80	80	80	80	80	75	44	54	49	44	44	44	54	44	49	59	54	44	49	149	44	44	59	39	44	54	39	44	54	59	44	44	59	54	49	44	44	44	54	49	44	54	54	54	59	44	59	88	49	44	49	49	44	49	55	60	60	60	65	70	75	70	75	75	75	80	85	90	95	100	105	115	125	130	234	150	160	165	165	160	160	155	150	150	150	145	140	140	140	135	130	125	120	115	110	105	100	95	90	85	80	75
52	57	181.150598751384	67	72	200	82	87	92	97	102	153	112	117	112	112	112	112	117	195	117	139	117	117	112	176	112	112	107	107	107	102	102	97	97	122	92	87	82	77	77	83	128	72	72	72	72	67	38	48	43	38	38	38	48	38	43	53	48	38	43	43	38	38	53	33	38	48	118	38	24	53	38	38	53	48	43	38	38	27	48	43	176	48	48	48	53	38	53	48	140	38	43	43	19	104	47	52	52	52	57	62	67	62	107	67	67	72	124	82	87	92	97	107	117	209	132	142	152	157	157	152	152	147	142	181.150598751384	142	137	132	145	83	127	181.150598751384	60	112	107	102	97	46	87	82	77	72	67
12	59	114	69	74	79	84	89	94	166	104	109	181	119	114	114	114	114	119	75	119	119	161	119	114	114	114	114	109	140	109	104	104	99	99	94	114	89	84	79	79	74	74	74	16	74	74	69	44	54	49	96	44	44	87	44	80	59	54	44	49	49	44	44	126	39	44	54	39	44	54	59	44	44	59	122	49	44	44	44	81	49	44	54	54	54	77	22	140	54	49	44	49	49	63	49	49	54	54	54	59	64	69	64	69	7	108	74	79	84	160	94	99	109	119	124	134	144	154	159	153	154	154	149	144	144	144	139	134	134	134	129	124	119	114	109	104	99	94	89	84	79	109	34.5000000000000
58	63	68	73	78	83	106	93	98	103	108	113	118	123	118	118	118	118	123	118	123	123	128	123	118	118	118	194	113	113	113	108	108	158	103	98	98	93	159	83	83	28	78	78	78	78	78	73	48	58	53	48	48	48	58	48	53	63	58	57	53	53	48	48	63	43	48	91	43	48	58	63	48	48	63	58	53	48	48	48	58	53	48	58	58	58	63	48	63	58	53	48	53	53	48	53	53	58	58	58	63	68	73	68	73	36.5000000000000	73	78	83	88	93	98	103	113	123	128	138	86	158	163	102	158	158	181.150598751384	148	148	148	143	138	138	138	133	148	123	118	113	108	103	98	93	88	83	120	73
48	53	71	63	68	73	78	83	88	93	42	103	150	113	108	108	108	161	210	108	113	113	113	113	108	203	108	108	103	103	103	98	98	93	93	88	88	83	78	73	73	52	68	68	68	68	68	63	38	48	73	38	38	38	48	38	43	53	48	38	43	43	38	38	34	33	38	48	33	38	48	53	38	38	53	48	43	38	45	38	48	43	38	48	48	48	53	38	53	48	43	38	43	43	38	43	43	48	48	48	53	58	63	58	63	63	63	68	73	78	83	88	93	103	113	118	128	138	101	153	153	148	148	143	221	138	138	133	128	128	128	214	118	113	108	103	98	93	97	83	78	73	68	63
